"document"	"useremail"	"claimlabel"	"claimtext"	"method"	"relationship"	"drug1"	"drug2"	"precipitant"	"enzyme"	"rejected"	"evRelationship"	"participants"	"participantstext"	"drug1dose"	"drug1formulation"	"drug1duration"	"drug1regimens"	"drug1dosetext"	"drug2dose"	"phenotypetype"	"phenotypevalue"	"phenotypemetabolizer"	"phenotypepopulation"	"drug2formulation"	"drug2duration"	"drug2regimens"	"drug2dosetext"	"aucvalue"	"auctype"	"aucdirection"	"auctext"	"cmaxvalue"	"cmaxtype"	"cmaxdirection"	"cmaxtext"	"clearancevalue"	"clearancetype"	"clearancedirection"	"clearancetext"	"halflifevalue"	"halflifetype"	"halflifedirection"	"halflifetext"	"dipsquestion"	"reviewer"	"reviewerdate"	"reviewertotal"	"reviewerlackinfo"	"grouprandomization"	"parallelgroupdesign"	"id"
"http://localhost/PMC/PMC2764168.html"	"annotat2@gmail.com"	"atorvastatin_interact with_TPV/r"	"TPV/r increased the dose-adjusted atorvastatin AUC0-∞ and Cmax by approximately ninefold (Table ​(Table2;2; Fig. ​Fig.33 and ​and4).4)."	"DDI clinical trial"	"interact with"	"atorvastatin"	"TPV/r"	"drug1"	""	""	"supports"	"23.00"	"Twenty-three subjects (11 men, 12 women) were recruited into this study."	"500/200"	"Oral"	"14-21"	"BID"	""	"10"	""	""	""	""	"Oral"	"1"	"SD"	""	"9.36"	"Fold"	"Increase"	"Single-dose PK parameters of atorvastatin, orthohydroxy atorvastatin, and parahydroxy atorvastatin after administration of atorvastatin 40 mg alone and coadministration of atorvastatin 10 mg and steady-state TPV/r 500 mg/200 mg twice daily (n = ..."	"8.61"	"Fold"	"Increase"	"Single-dose PK parameters of atorvastatin, orthohydroxy atorvastatin, and parahydroxy atorvastatin after administration of atorvastatin 40 mg alone and coadministration of atorvastatin 10 mg and steady-state TPV/r 500 mg/200 mg twice daily (n = ..."	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"09891c68-15eb-4269-9be0-06aab27acc3d"
"http://localhost/wiley/wiley16084850.html"	"annotat2@gmail.com"	"Gemfibrozil_interact with_atorvastatin"	"Gemfibrozil increased the AUC of atorvastatin (by 24%; 95% CI, −1% to 50%; P = .059), 2-hydroxyatorvastatin acid (by 51%; 95% CI, 28% to 70%; P < .001) and its lactone (by 29%; 95% CI, 13% to 53%; P = .003), and 4-hydroxyatorvastatin acid (by 82%; 95% CI, 60% to 126%; P < .001) and its lactone (by 28%; 95% CI, 15% to 51%; P = .001)"	"DDI clinical trial"	"interact with"	"Gemfibrozil"	"atorvastatin"	"drug1"	""	""	"supports"	"20.00"	"Two groups of 10 healthy volunteer subjects participated in 2 separate randomized crossover studies after giving written informed consent."	"20"	"Oral"	"1"	"SD"	""	"600"	""	""	""	""	"Oral"	"5"	"BID"	""	"124"	"Percent"	"Increase"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	"117"	"Percent"	"Increase"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	""	""	""	""	"84"	"Percent"	"Decrease"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"c17f1a29-f3a6-4a76-885d-c044f3e64ee5"
"http://localhost/wiley/wiley16084850.html"	"annotat2@gmail.com"	"Gemfibrozil_interact with_atorvastatin"	"Gemfibrozil increased the AUC of atorvastatin (by 24%; 95% CI, −1% to 50%; P = .059), 2-hydroxyatorvastatin acid (by 51%; 95% CI, 28% to 70%; P < .001) and its lactone (by 29%; 95% CI, 13% to 53%; P = .003), and 4-hydroxyatorvastatin acid (by 82%; 95% CI, 60% to 126%; P < .001) and its lactone (by 28%; 95% CI, 15% to 51%; P = .001)"	"DDI clinical trial"	"interact with"	"Gemfibrozil"	"atorvastatin"	"drug1"	""	""	"supports"	"20.00"	"Two groups of 10 healthy volunteer subjects participated in 2 separate randomized crossover studies after giving written informed consent."	"20"	"Oral"	"1"	"SD"	""	"600"	""	""	""	""	"Oral"	"5"	"BID"	""	"125"	"Percent"	"Increase"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	"117"	"Percent"	"Increase"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	""	""	""	""	"84"	"Percent"	"Decrease"	"Table II. Pharmacokinetic variables of atorvastatin and its metabolites in 10 healthy subjects after single 20-mg dose of atorvastatin on day 3 of 5-day treatment with 600 mg gemfibrozil or placebo twice daily   Gemfibrozil phase (% of control)VariablePlacebo phaseGemfibrozil phaseMean and range95% CIValues are shown as mean ± SD unless otherwise indicated; tmax data are given as median and range.AUC(0–72), Area under plasma concentration-time curve from time 0 to 72 hours.*P < .05.†P < .005.‡P < .0005.Atorvastatin (acid)       Cmax (ng/mL)8.2 ± 3.59.6 ± 4.0117% (31%–227%)>77%–184%   tmax (h)0.5 (0.5–2.5)0.75 (0.5–2)—    t½ (h)10.7 ± 2.29.0 ± 1.77†84% (69%–109%)77%–92%   AUC(0–72) (ng×h/mL)34.7 ± 11.543.3 ± 15.7125% (76%–161%)100%–152%   AUC(0-∞) (ng×h/mL)35.2 ± 11.843.6 ± 15.8124% (76%–160%)99%–150%"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"c17f1a29-f3a6-4a76-885d-c044f3e64ee5"
"http://localhost/wiley/wiley16027403.html"	"annotat2@gmail.com"	"rosuvastatin_interact with_warfarin"	"The results indicated that rosuvastatin can enhance the anticoagulant effect of warfarin"	"DDI clinical trial"	"interact with"	"rosuvastatin"	"warfarin"	"drug1"	""	""	"refutes"	"25.00"	"In trial A (a randomized, double-blind, 2-period crossover study), 18 healthy volunteers were given rosuvastatin 40 mg or placebo on demand (o.d.) for 10 days with 1 dose of warfarin 25 mg on day 7. In trial B (an open-label, 2-period study), 7 patients receiving warfarin therapy with stable international normalized ratio values between 2 and 3 were coadministered rosuvastatin 10 mg o.d. for up to 14 days, which increased to rosuvastatin 80 mg if the international normalized ratio values were <3 at the end of this period"	"25"	"Oral"	"1"	"SD"	""	"40"	""	""	""	""	"Oral"	"10"	"Daily"	""	"1.1"	"UNK"	"Increase"	"Table I.  INR Summary Parameters in the Presence of Rosuvastatin and Placebo and Statistical Analysis of AU-INR0-t and maxINR (Trial A)ParameterSummary StatisticRosuvastatin + Warfarin (n = 18)Placebo + Warfarin (n = 18)Treatment Effectat Test P Value INR, international normalized ratio; AU-INR0-t, area under the INR-time curve from time 0 to the time of the last quantifiable measurement; maxINR, maximum INR; tmaxINR, time at which maxINR was observed; NA, not applicable. a   Ratio of rosuvastatin + warfarin/placebo + warfarin geometric least squares means for AU-INR0-t and maxINR. AU-INR0-tMean (SE)252 (9.62)228 (7.13)1.10< .0001maxINRMean (SE)2.43 (0.13)2.03 (20.3)1.19< .0001tmaxINR, hMedian (range)42 (24–60)36 (24–48)NANA"	""	""	""	""	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"e5ff1b22-caba-41eb-a3f7-03fda7c91435"
"http://localhost/wiley/wiley16027403.html"	"annotat2@gmail.com"	"warfarin_interact with_Rosuvastatin"	"Administration of the single dose of warfarin did not affect rosuvastatin systemic exposure. Rosuvastatin gmean AUC0-24 values of 182 and 195 ng•h/mL were obtained before and after warfarin dosing, respectively. The treatment effect (before/after ratio of geometric least squares means) for this parameter was 0.93, with a 90% CI of 0.86 to 1.02"	"DDI clinical trial"	"interact with"	"warfarin"	"Rosuvastatin"	"drug1"	""	""	"refutes"	"25.00"	"In trial A (a randomized, double-blind, 2-period crossover study), 18 healthy volunteers were given rosuvastatin 40 mg or placebo on demand (o.d.) for 10 days with 1 dose of warfarin 25 mg on day 7. In trial B (an open-label, 2-period study), 7 patients receiving warfarin therapy with stable international normalized ratio values between 2 and 3 were coadministered rosuvastatin 10 mg o.d. for up to 14 days, which increased to rosuvastatin 80 mg if the international normalized ratio values were <3 at the end of this period."	"40"	"Oral"	"10"	"Daily"	""	"25"	""	""	""	""	"Oral"	"1"	"SD"	""	"unchanged"	"None"	"None"	"Administration of the single dose of warfarin did not affect rosuvastatin systemic exposure. Rosuvastatin gmean AUC0-24 values of 182 and 195 ng•h/mL were obtained before and after warfarin dosing, respectively. The treatment effect (before/after ratio of geometric least squares means) for this parameter was 0.93, with a 90% CI of 0.86 to 1.02"	""	""	""	""	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"3f342959-7468-46e1-8a73-f417d082aa6d"
"http://localhost/PMC/PMC90851.html"	"annotat2@gmail.com"	"Nelfinavir_interact with_simvastatin"	"Nelfinavir increased the steady-state area under the plasma concentration-time curve during one dosing period (AUCτ) of atorvastatin 74% and the maximum concentration (Cmax) of atorvastatin 122% and increased the AUCτ of simvastatin 505% and the Cmax of simvastatin 517%. Neither atorvastatin nor simvastatin appeared to alter the pharmacokinetics of nelfinavir."	"DDI clinical trial"	"interact with"	"Nelfinavir"	"simvastatin"	"drug1"	""	""	"supports"	"32.00"	"The 32 enrolled subjects consisted of 12 Caucasians (six males and six females), 15 African Americans (eight males and seven females), and five Hispanics (two males and three females)."	"1250"	"Oral"	"14"	"BID"	""	"20"	""	""	""	""	"Oral"	"28"	"QD"	""	"6.05"	"Fold"	"Increase"	"Pharmacokinetic parameters of atorvastatin and simvastatin"	"6.17"	"Fold"	"Increase"	"Pharmacokinetic parameters of atorvastatin and simvastatin"	""	""	""	""	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"a39b7660-ca77-4881-97bf-cfa4843ed3c4"
"http://localhost/PMC/PMC3769672.html"	"annotat2@gmail.com"	"ritonavir_interact with_rivaroxaban"	"Steady-state ritonavir significantly increased the AUC and Cmax of rivaroxaban. The mean AUC increased by 153% (90% CI 134%, 174%) and the mean Cmax increased by 55% (90% CI 41%, 69%) compared with rivaroxaban alone"	"DDI clinical trial"	"interact with"	"ritonavir"	"rivaroxaban"	"drug1"	""	""	"supports"	"18.00"	"Eighteen subjects were enrolled in the study."	"10"	"Oral"	"1"	"SD"	""	"600"	""	""	""	""	"Oral"	"5"	"BID"	""	"2.53"	"Fold"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"1.55"	"UNK"	"Increase"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"0.39"	"Fold"	"Decrease"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"unchanged"	"None"	"None"	"Pharmacokinetic parameters of rivaroxaban (10 mg) administered alone or in combination with ketoconazole 200 mg once daily or 400 mg once daily, ritonavir 600 mg twice daily, clarithromycin 500 mg twice daily, erythromycin 500 mg three times daily or ..."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"f3e4d137-a2ef-41a0-94e5-ae37c3ce0749"
"http://localhost/PMC/PMC3769672.html"	"annotat2@gmail.com"	"rivaroxaban_interact with_midazolam"	"Co-administration with rivaroxaban slightly decreased the mean AUC of midazolam by 11% compared with midazolam alone, but this was not statistically significant (90% CI −25%, 5%). The mean Cmax was virtually unaffected. Conversely, the mean AUC of α-hydroxy-midazolam remained almost the same with co-administration of rivaroxaban and midazolam compared with midazolam alone, but the mean Cmax was increased by 11%. This change was not statistically significant (90% CI −23%, 59%)."	"DDI clinical trial"	"interact with"	"rivaroxaban"	"midazolam"	"drug1"	""	""	"refutes"	"12.00"	"A total of 12 subjects were enrolled."	"20"	"Oral"	"1"	"SD"	""	"7.5"	""	""	""	""	"Oral"	"1"	"SD"	""	"unchanged"	"None"	"None"	"Co-administration with rivaroxaban slightly decreased the mean AUC of midazolam by 11% compared with midazolam alone, but this was not statistically significant (90% CI −25%, 5%). The mean Cmax was virtually unaffected. Conversely, the mean AUC of α-hydroxy-midazolam remained almost the same with co-administration of rivaroxaban and midazolam compared with midazolam alone, but the mean Cmax was increased by 11%. This change was not statistically significant (90% CI −23%, 59%)."	"unchanged"	"None"	"None"	"Co-administration with rivaroxaban slightly decreased the mean AUC of midazolam by 11% compared with midazolam alone, but this was not statistically significant (90% CI −25%, 5%). The mean Cmax was virtually unaffected. Conversely, the mean AUC of α-hydroxy-midazolam remained almost the same with co-administration of rivaroxaban and midazolam compared with midazolam alone, but the mean Cmax was increased by 11%. This change was not statistically significant (90% CI −23%, 59%)."	""	""	""	""	"unchanged"	"None"	"None"	"The tmax and t1/2 of midazolam and its metabolite remained similar in the presence or absence of rivaroxaban."	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"876832b0-fd4c-4dc6-b342-f78ff86304b8"
"http://localhost/wiley/wiley18784280.html"	"annotat2@gmail.com"	"digoxin_interact with_aliskiren"	"Coadministration of aliskiren with digoxin had no significant effect on aliskiren AUCτ (ratio of geometric means, 1.02 [90% CI: 0.93, 1.13]; P = .706) or Cmax,ss (0.98 [90% CI: 0.80, 1.19]; P = .830; Figure 3) or on median tmax,ss. Aliskiren CL/F was also unchanged by coadministration with digoxin (Table II)."	"DDI clinical trial"	"interact with"	"digoxin"	"aliskiren"	"drug1"	""	""	"refutes"	"22.00"	"Three open-label, multiple-dose studies in healthy subjects investigated the pharmacokinetic interactions between aliskiren 300 mg and digoxin 0.25 mg (n = 22), atorvastatin 80 mg (n = 21), or ketoconazole 200 mg bid (n = 21). Coadministration with aliskiren resulted in changes of <30% in AUCτ and Cmax,ss of digoxin, atorvastatin, o-hydroxy-atorvastatin, and ρ-hydroxy-atorvastatin, indicating no clinically significant interaction with P-glycoprotein or CYP3A4 substrates"	"300"	"Oral"	"7"	"Daily"	""	"0.25"	""	""	""	""	"Oral"	"9"	"Daily"	""	"unchanged"	"None"	"None"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or KetoconazoleParameterAliskiren/Digoxin StudyAliskiren/Atorvastatin StudyAliskiren/Ketoconazole StudyAliskiren 300 mg (n = 21)Aliskiren 300 mg + Digoxin 0.25 mg (n = 19)Aliskiren 300 mg (n = 20)Aliskiren 300 mg + Atorvastatin 80 mg (n = 20)Aliskiren 300 mg (n = 21)Aliskiren 300 mg + Ketoconazole 200 mg (n = 20) Values are presented as geometric mean except for CL/F values, which are presented as arithmetic mean ± SD, and tmax values, which are presented as the median (range). ND, not determined. Cmax,ss, ng/mL246240392588369675tmax,ss, h1.0 (0.6–6.0)2.0 (0.6–6.0)2.03 (0.50–6.00)2.00 (0.50–6.02)2.0 (0.5–4.1)1.0 (0.5–4.0)AUCτ, ng·h/mL160515932180320121063750Cmin,ss, ng/mL23.724.4NDND30.048.0CL/F, L/h194.7 ± 57.0196.4 ± 58.7149.3 ± 63.398.4 ± 32.9162.4 ± 85.4"	"unchanged"	"None"	"None"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or KetoconazoleParameterAliskiren/Digoxin StudyAliskiren/Atorvastatin StudyAliskiren/Ketoconazole StudyAliskiren 300 mg (n = 21)Aliskiren 300 mg + Digoxin 0.25 mg (n = 19)Aliskiren 300 mg (n = 20)Aliskiren 300 mg + Atorvastatin 80 mg (n = 20)Aliskiren 300 mg (n = 21)Aliskiren 300 mg + Ketoconazole 200 mg (n = 20) Values are presented as geometric mean except for CL/F values, which are presented as arithmetic mean ± SD, and tmax values, which are presented as the median (range). ND, not determined. Cmax,ss, ng/mL246240392588369675tmax,ss, h1.0 (0.6–6.0)2.0 (0.6–6.0)2.03 (0.50–6.00)2.00 (0.50–6.02)2.0 (0.5–4.1)1.0 (0.5–4.0)AUCτ, ng·h/mL160515932180320121063750Cmin,ss, ng/mL23.724.4NDND30.048.0CL/F, L/h194.7 ± 57.0196.4 ± 58.7149.3 ± 63.398.4 ± 32.9162.4 ± 85.4"	"unchanged"	"None"	"None"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or KetoconazoleParameterAliskiren/Digoxin StudyAliskiren/Atorvastatin StudyAliskiren/Ketoconazole StudyAliskiren 300 mg (n = 21)Aliskiren 300 mg + Digoxin 0.25 mg (n = 19)Aliskiren 300 mg (n = 20)Aliskiren 300 mg + Atorvastatin 80 mg (n = 20)Aliskiren 300 mg (n = 21)Aliskiren 300 mg + Ketoconazole 200 mg (n = 20) Values are presented as geometric mean except for CL/F values, which are presented as arithmetic mean ± SD, and tmax values, which are presented as the median (range). ND, not determined. Cmax,ss, ng/mL246240392588369675tmax,ss, h1.0 (0.6–6.0)2.0 (0.6–6.0)2.03 (0.50–6.00)2.00 (0.50–6.02)2.0 (0.5–4.1)1.0 (0.5–4.0)AUCτ, ng·h/mL160515932180320121063750Cmin,ss, ng/mL23.724.4NDND30.048.0CL/F, L/h194.7 ± 57.0196.4 ± 58.7149.3 ± 63.398.4 ± 32.9162.4 ± 85.4"	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"995c4075-f5f9-4c3c-af97-68d42a60420b"
"http://localhost/wiley/wiley18784280.html"	"annotat2@gmail.com"	"atorvastatin_interact with_aliskiren"	"Coadministration of aliskiren with atorvastatin significantly increased aliskiren AUCτ by 47% (ratio of geometric means, 1.47 [90% CI: 1.29, 1.67]; P < .001) and Cmax,ss by 50% (geometric mean ratio 1.50 [90% CI: 1.22, 1.85]; P = .003; Figure 3)"	"DDI clinical trial"	"interact with"	"atorvastatin"	"aliskiren"	"drug1"	""	""	"supports"	"21.00"	"Three open-label, multiple-dose studies in healthy subjects investigated the pharmacokinetic interactions between aliskiren 300 mg and digoxin 0.25 mg (n = 22), atorvastatin 80 mg (n = 21), or ketoconazole 200 mg bid (n = 21)."	"300"	"Oral"	"7"	"Daily"	""	"80"	""	""	""	""	"Oral"	"4"	"Daily"	""	"1.46"	"Fold"	"Increase"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or Ketoconazole"	"1.5"	"Fold"	"Increase"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or Ketoconazole"	"34"	"Percent"	"Decrease"	"Table II.  Pharmacokinetic Parameters for Aliskiren Administered Alone and in Combination With Digoxin, Atorvastatin, or Ketoconazole"	""	""	""	""	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"9b8b6b13-807d-4493-adad-26006b005131"
"http://localhost/wiley/wiley17301736.html"	"annotat2@gmail.com"	"arone_interact with_simvastatin"	"Amiodarone increased simvastatin acid AUC (area under the plasma concentration–time curve)0–24 h, peak plasma concentration (Cmax), and t1/2 by 73% (P=0.02), 100% (P=0.02), and 48% (P=0.06), respectively, whereas it did not significantly alter pravastatin pharmacokinetics"	"DDI clinical trial"	"interact with"	"arone"	"simvastatin"	"drug1"	""	""	"supports"	"12.00"	"Twelve white occidental healthy volunteers (seven male and five female subjects) aged 19–43 years were enrolled in this study."	"40"	"Oral"	"2"	"SD"	""	"400"	""	""	""	""	"Oral"	"3"	"SD"	""	"154"	"Percent"	"Increase"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)"	"156"	"Percent"	"Increase"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)"	""	""	""	""	"unchanged"	"None"	"None"	"Amiodarone significantly increased the mean AUC0–24 h of both the parent simvastatin lactone (by 73% P=0.02) and of simvastatin acid (by 78% P=0.02) (Table 1 and Figure 2). The Cmax of simvastatin acid was increased by 100% by amiodarone (P=0.02). Amiodarone had no significant effect on the t1/2 of simvastatin and a borderline effect on the t1/2 of simvastatin acid (P=0.06).Table 1. Pharmacokinetics of simvastatin and pravastatin in the absence and presence of amiodarone CmaxT1/2AUC0–24 h (ng ml−1)(h)(ng h ml−1)AUC, area under the plasma concentration–time curve; CI, confidence interval; Cmax, peak plasma concentration; T1/2, half-life.Results are expressed as mean±SD; *P=0.02 vs in the absence of amiodarone. The point estimates and their confidence intervals refer to 90% confidence intervals about the geometric mean ratio (point estimates) of the observed pharmacokinetic measures with amiodarone and without amiodarone.Simvastatin acid2.4±1.35.0±1.523.1±12.9Simvastatin acid+amiodarone4.3±3.1*7.4±3.740.7±28.5*Point estimate (90% CI)156% (109–223%) 154% (109–216%)"	"undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined|undefined"	""	""	""	""	""	""	"ec9255d4-978d-4103-83f5-6762222c82c0"
